Average_Hours_Worked_Per_Week,Monthly_Income,Hourly_Rate,Distance_From_Home,Promotion_gap,Absenteeism,Number_of_Companies_Worked,Job_Level,Years_in_Current_Role,Years_Since_Last_Promotion,Years_at_Company,Workload_index,Project_Count,Work_Life_Balance,Job_Satisfaction,Work_Environment_Satisfaction,Relationship_with_Manager,Total_Satisfaction_Score
48,5819,83,12,0.08695652173913043,8,3,1,2,2,22,4,7,1,1,3,2,6
33,15657,29,29,0.16666666666666666,19,1,1,9,1,5,3,7,2,3,3,4,10
39,18171,70,30,0.2608695652173913,19,3,5,8,6,22,4,9,1,5,1,2,8
52,9934,75,32,0.75,17,4,2,8,3,3,0,5,4,5,2,1,8
32,13100,30,21,0.2,14,3,5,4,3,14,4,5,1,2,1,1,4
49,10313,81,13,0.0,4,1,4,8,0,10,2,5,3,5,1,4,10
47,4257,22,47,0.038461538461538464,8,2,5,5,1,25,1,4,4,2,4,3,9
43,5899,86,47,0.4090909090909091,3,2,3,5,9,21,2,8,3,5,4,2,11
41,17071,20,28,0.5714285714285714,9,4,4,11,4,6,1,8,4,3,1,3,7
57,12089,95,20,0.06896551724137931,8,4,3,11,2,28,1,1,4,5,2,3,10
32,13615,97,46,0.0,11,4,1,14,0,28,4,3,1,1,1,2,4
37,4434,92,30,0.0,8,1,3,9,0,2,0,7,3,3,4,1,8
52,11927,50,30,1.0,5,3,5,11,3,2,0,5,4,2,1,2,5
52,7780,67,33,0.4444444444444444,3,3,2,13,4,8,2,7,3,4,3,4,11
52,9571,24,26,0.045454545454545456,10,4,2,4,1,21,0,5,4,4,4,3,11
45,6774,95,23,0.2962962962962963,11,4,4,6,8,26,0,2,2,4,2,3,9
34,8896,19,12,0.045454545454545456,6,3,3,5,1,21,0,5,1,2,4,4,10
46,15981,25,34,1.2857142857142858,0,4,4,3,9,6,0,5,2,1,2,1,4
34,19957,94,37,0.23809523809523808,19,2,2,6,5,20,0,5,3,2,3,4,9
43,9042,21,5,0.5,4,4,2,10,9,17,0,2,2,5,2,2,9
47,8927,37,19,0.3103448275862069,4,4,1,14,9,28,4,5,1,1,4,2,7
47,16547,21,27,0.25,16,4,3,7,4,15,4,1,1,3,2,4,9
58,7726,63,13,0.4,19,3,3,13,6,14,0,6,2,2,1,3,6
54,14620,33,41,1.8,5,1,5,13,9,4,0,8,1,1,2,4,7
43,9800,96,5,0.4,18,3,2,10,2,4,0,2,3,5,4,3,12
31,5266,82,15,0.0625,9,2,1,14,1,15,0,5,4,3,1,2,6
36,16332,63,38,0.2857142857142857,19,3,2,5,6,20,0,2,1,1,1,4,6
45,4789,88,6,0.6,1,2,3,3,6,9,1,7,4,2,1,4,7
57,4724,70,48,2.3333333333333335,7,2,4,2,7,2,0,5,2,4,3,1,8
35,18231,47,29,0.2222222222222222,11,4,2,8,6,26,3,9,2,4,2,1,7
51,5574,86,43,1.3333333333333333,18,2,5,5,8,5,0,9,4,2,4,2,8
53,11908,70,42,0.3333333333333333,14,3,2,9,7,20,3,3,2,3,2,2,7
55,10992,98,25,0.10526315789473684,16,2,4,2,2,18,1,4,4,3,2,1,6
34,10177,45,39,0.16666666666666666,17,1,5,4,4,23,0,6,3,2,4,4,10
42,15473,32,19,0.1111111111111111,1,4,3,11,1,8,0,2,2,2,1,4,7
56,11264,86,36,1.75,9,2,1,7,7,3,1,3,4,5,1,3,9
59,6401,23,36,0.3333333333333333,3,3,5,14,5,14,0,2,3,2,3,4,9
40,13681,34,24,0.1111111111111111,17,1,2,2,2,17,2,4,3,2,1,2,5
58,19907,31,49,0.2222222222222222,3,4,3,13,6,26,3,6,2,3,3,3,9
55,8029,79,4,0.18518518518518517,5,1,3,10,5,26,1,6,4,2,1,1,4
59,16647,80,3,0.5,9,3,2,5,3,5,0,7,2,2,4,2,8
35,11668,56,34,0.375,1,2,2,11,3,7,4,5,1,2,1,1,4
51,6549,26,32,0.42857142857142855,6,1,2,9,6,13,1,4,4,2,3,1,6
48,4723,26,41,0.2222222222222222,2,3,2,4,6,26,3,9,2,3,4,3,10
36,4411,99,22,0.3076923076923077,13,3,4,12,4,12,0,7,2,2,4,1,7
57,5345,34,43,0.42857142857142855,19,4,3,12,3,6,0,6,2,5,1,2,8
58,19250,46,33,1.125,3,1,1,1,9,7,0,1,3,3,3,1,7
54,14325,95,19,0.5,12,2,3,3,1,1,0,4,3,1,4,3,8
47,14228,35,39,0.10344827586206896,12,1,4,9,3,28,0,1,3,1,2,4,7
59,15459,26,16,0.0,19,4,1,10,0,20,0,3,4,3,3,3,9
41,11268,85,24,0.0,2,2,3,6,0,6,4,1,1,4,2,3,9
34,6535,65,44,0.25,9,4,5,5,4,15,2,6,3,4,3,1,8
56,11109,40,24,0.12,16,4,1,5,3,24,0,9,4,3,4,1,8
42,7127,37,7,0.8888888888888888,4,4,2,4,8,8,4,8,1,4,1,3,8
50,15425,82,28,0.42857142857142855,1,4,5,9,3,6,2,5,3,5,4,4,13
50,3211,30,49,0.6,1,3,3,13,6,9,0,4,1,1,1,4,6
39,19629,87,49,0.36363636363636365,16,3,1,9,4,10,0,3,3,4,2,1,7
50,14474,78,45,0.12,13,2,1,2,3,24,0,9,1,4,1,3,8
46,11455,98,6,0.2,4,2,2,8,3,14,0,5,4,3,3,1,7
35,8684,38,22,0.23076923076923078,12,4,2,11,3,12,3,1,2,2,4,3,9
37,3813,64,33,0.16666666666666666,12,3,5,6,3,17,0,8,1,5,4,3,12
40,16971,90,41,2.3333333333333335,0,3,2,1,7,2,4,3,1,1,2,1,4
48,8997,83,39,0.07692307692307693,16,1,1,9,2,25,1,4,4,4,1,2,7
57,11927,87,3,0.2777777777777778,2,2,2,3,5,17,0,8,4,5,4,2,11
36,7915,71,38,0.5714285714285714,3,2,4,13,8,13,1,7,4,4,1,3,8
52,9320,57,41,0.5333333333333333,9,3,5,9,8,14,2,4,3,1,3,4,8
39,3272,65,45,0.75,17,3,1,14,6,7,3,3,2,4,3,1,8
47,4163,60,9,0.375,17,1,1,12,6,15,0,6,1,2,4,4,10
42,5411,44,24,0.3333333333333333,17,4,3,4,1,2,1,5,4,1,4,2,7
38,8297,45,3,0.25,6,1,3,10,2,7,4,4,1,1,2,3,6
40,17725,99,18,0.3684210526315789,3,3,3,7,7,18,0,6,1,2,1,2,5
56,15427,37,39,0.24,6,2,1,12,6,24,1,4,4,5,2,2,9
30,11594,71,49,0.36363636363636365,14,3,5,9,8,21,3,6,2,5,2,3,10
51,3789,83,42,0.47368421052631576,4,1,5,8,9,18,0,6,4,4,1,1,6
44,16515,93,22,0.07142857142857142,0,4,2,12,2,27,4,8,1,1,1,2,4
34,19075,52,42,0.3181818181818182,16,2,4,1,7,21,1,1,4,4,3,4,11
34,8828,84,12,0.125,2,3,4,8,1,7,1,5,4,5,4,4,13
55,4051,27,18,0.3076923076923077,8,3,3,10,4,12,0,5,1,2,1,1,4
34,6339,56,1,2.5,7,3,4,3,5,1,4,9,1,4,3,1,8
56,4968,69,27,0.08333333333333333,1,2,2,4,1,11,4,2,1,5,4,4,13
43,9631,33,28,1.1666666666666667,19,4,2,3,7,5,4,8,1,2,2,2,6
34,11628,22,5,0.043478260869565216,3,3,4,2,1,22,0,6,2,5,3,1,9
43,18870,80,1,0.043478260869565216,14,3,4,6,1,22,0,1,2,2,3,4,9
33,5433,68,16,0.0,15,1,2,5,0,28,0,4,3,3,1,3,7
37,18396,78,4,0.0,0,1,5,2,0,1,2,4,3,5,2,4,11
40,15507,64,41,0.4,15,1,3,10,6,14,2,6,3,3,3,1,7
46,6625,62,39,0.3333333333333333,9,3,1,10,7,20,3,8,2,4,1,4,9
52,19284,34,36,0.05555555555555555,4,2,4,3,1,17,0,7,4,4,2,4,10
58,11553,38,29,0.7142857142857143,5,3,1,7,5,6,0,8,2,4,1,3,8
34,11475,96,36,0.5714285714285714,6,3,4,7,8,13,3,9,2,4,3,4,11
56,15730,61,49,1.2,8,2,2,14,6,4,1,8,4,3,3,4,10
40,12947,55,26,1.4,8,3,1,4,7,4,4,4,1,3,1,1,5
40,5734,53,20,0.14285714285714285,19,2,3,6,1,6,0,2,1,5,4,4,13
54,12584,77,32,0.047619047619047616,8,2,4,3,1,20,0,1,2,3,2,2,7
37,8886,26,49,0.16666666666666666,12,3,5,5,2,11,2,1,3,3,4,1,8
43,15554,40,31,0.0,15,1,3,6,0,1,0,5,1,2,4,4,10
36,3735,93,32,0.2,18,1,5,9,6,29,0,2,4,5,1,2,8
50,11239,79,46,0.3,9,3,2,2,3,9,0,8,3,1,2,3,6
48,16306,63,48,2.0,11,2,1,11,4,1,0,9,2,3,2,1,6
50,18945,17,15,0.16666666666666666,7,2,2,7,2,11,0,6,3,3,3,2,8
50,4559,73,13,0.2857142857142857,6,1,4,4,2,6,4,4,1,5,1,4,10
46,6834,95,25,0.8888888888888888,19,2,3,5,8,8,3,9,2,5,3,3,11
44,3262,16,28,0.1,12,2,5,5,2,19,0,3,2,2,2,1,5
55,9190,44,33,0.037037037037037035,8,3,3,2,1,26,1,6,4,4,2,2,8
48,16413,30,6,0.2962962962962963,1,4,1,8,8,26,1,9,4,4,4,1,9
54,14246,29,28,0.25925925925925924,16,4,4,8,7,26,0,5,2,4,4,1,9
37,19923,32,12,0.08333333333333333,4,4,1,3,2,23,2,2,3,4,4,1,9
45,7945,20,27,0.6666666666666666,3,4,1,14,2,2,3,9,2,1,3,1,5
45,10531,52,29,0.6666666666666666,7,2,3,7,4,5,0,8,2,5,3,3,11
51,18237,18,28,0.0,10,2,1,5,0,3,1,6,4,2,4,2,8
40,16041,61,32,0.23076923076923078,14,1,2,14,3,12,3,2,2,2,4,1,7
49,3245,84,11,1.125,0,2,1,5,9,7,0,3,1,1,1,3,5
42,6510,78,35,0.47058823529411764,10,3,5,10,8,16,1,1,4,3,4,4,11
38,16490,32,38,2.5,18,3,1,5,5,1,4,9,1,5,4,4,13
42,18301,21,41,0.875,1,3,4,3,7,7,2,1,3,1,4,4,9
47,4536,31,39,1.0,7,3,1,13,7,6,0,7,4,1,3,2,6
53,11050,35,30,0.28,1,3,1,9,7,24,3,4,2,5,1,2,8
35,17883,87,48,0.0,3,2,1,10,0,27,2,6,3,2,3,2,7
35,8514,33,49,0.4,2,2,3,11,8,19,3,5,2,5,3,1,9
32,8213,19,9,0.23333333333333334,14,1,2,5,7,29,0,3,1,5,2,2,9
59,10827,73,30,0.3333333333333333,11,4,4,14,7,20,0,5,2,3,3,3,9
42,7561,32,17,0.14285714285714285,5,4,1,3,1,6,1,9,4,2,1,3,6
31,11096,20,30,0.6666666666666666,4,2,3,7,4,5,1,2,4,3,3,4,10
47,14400,62,42,0.13793103448275862,17,1,5,4,4,28,0,3,2,5,2,1,8
39,8185,62,9,0.0,14,2,2,2,0,16,0,4,2,3,3,2,8
59,11015,84,37,0.0,4,4,3,4,0,9,1,2,4,2,3,4,9
51,9133,95,16,0.4,1,3,3,3,8,19,0,2,4,4,2,1,7
44,3849,99,32,0.0,6,4,5,7,0,5,2,6,3,3,1,1,5
35,5850,94,39,0.08333333333333333,10,2,1,10,2,23,4,9,1,5,1,1,7
48,10925,25,4,0.16666666666666666,12,1,4,12,5,29,0,8,1,1,2,2,5
49,13928,34,3,0.20689655172413793,13,4,2,13,6,28,0,4,3,2,3,1,6
47,12428,35,27,0.25,5,4,4,1,6,23,2,7,3,1,1,3,5
52,18089,85,31,0.21052631578947367,15,1,2,10,4,18,3,8,2,4,3,2,9
56,7633,63,46,0.07692307692307693,12,2,4,7,1,12,0,5,1,2,4,1,7
39,17760,26,26,0.0,2,4,3,13,0,19,2,1,3,1,2,2,5
45,17103,43,42,0.75,12,2,3,8,3,3,0,8,2,4,1,3,8
45,11327,24,30,0.5454545454545454,19,1,3,4,6,10,1,5,4,1,4,2,7
45,18391,17,31,0.0,16,3,4,9,0,6,2,8,3,3,2,1,6
59,19237,98,30,0.1724137931034483,10,4,1,10,5,28,3,4,2,4,3,4,11
45,15559,50,20,0.26666666666666666,3,4,3,13,8,29,0,5,3,3,3,2,8
54,12588,49,23,0.0,15,4,5,3,0,9,3,4,2,5,1,2,8
45,15063,89,15,0.0,5,4,5,2,0,10,3,5,2,4,2,3,9
44,14782,60,36,0.0,12,3,5,1,0,16,0,4,3,2,3,3,8
46,5317,71,46,0.21428571428571427,8,3,3,1,3,13,0,4,3,4,2,2,8
30,12765,16,1,1.0,11,2,2,12,5,4,3,2,2,5,3,1,9
45,4307,32,6,0.16666666666666666,3,1,2,1,4,23,4,6,1,3,3,2,8
36,11947,63,49,0.3,0,2,2,9,9,29,0,9,2,5,4,1,10
55,12593,90,46,0.14285714285714285,1,1,5,7,1,6,3,9,2,5,4,4,13
55,10418,66,30,0.0,1,2,3,11,0,11,3,3,2,3,1,4,8
45,4287,59,40,0.16,6,3,2,14,4,24,0,9,4,3,1,2,6
32,7506,83,22,0.36,6,2,3,6,9,24,0,4,2,3,1,4,8
52,13017,51,8,0.4375,8,2,4,12,7,15,0,9,3,3,3,3,9
33,3514,64,40,0.0,1,4,1,11,0,12,0,6,2,5,2,2,9
32,5161,84,23,0.3333333333333333,7,1,2,13,3,8,0,4,3,3,4,1,8
47,13314,61,5,2.0,18,2,2,14,8,3,0,6,2,3,3,4,10
54,19847,78,31,0.8,19,3,3,12,4,4,0,4,2,4,4,3,11
35,6455,62,3,0.11538461538461539,16,4,2,9,3,25,0,5,2,2,3,2,7
30,11330,35,25,0.8,13,4,5,4,8,9,0,1,1,5,2,1,8
40,9128,19,45,0.13333333333333333,5,1,2,1,4,29,0,2,1,4,3,3,10
43,16665,90,21,0.2857142857142857,3,3,2,1,2,6,3,2,2,5,4,4,13
57,8733,74,17,0.3684210526315789,11,3,5,7,7,18,0,2,1,3,4,1,8
55,15955,57,19,0.5,15,2,5,3,2,3,0,1,4,5,3,3,11
32,3986,88,21,0.5,10,2,2,12,4,7,2,2,3,2,2,4,8
57,10122,45,27,0.06666666666666667,2,1,5,3,1,14,4,2,1,1,2,3,6
46,17384,60,44,0.25,7,2,2,12,1,3,2,4,3,5,4,1,10
53,6202,87,9,0.4,12,2,3,2,4,9,3,1,2,3,1,1,5
51,11124,98,34,0.42857142857142855,1,4,4,6,9,20,0,3,1,3,4,2,9
32,4640,74,13,0.047619047619047616,5,4,5,12,1,20,2,1,3,5,2,1,8
43,17796,56,48,1.0,4,2,1,13,8,7,1,3,4,5,1,2,8
45,16255,44,13,0.4444444444444444,10,1,3,11,4,8,1,7,4,1,3,4,8
49,18356,68,29,1.0,0,4,5,5,4,3,0,6,1,5,3,2,10
57,17718,76,27,0.14285714285714285,12,1,3,10,1,6,1,1,4,3,3,2,8
35,3737,15,31,0.3333333333333333,6,1,3,13,2,5,4,9,1,2,4,3,9
48,5905,30,49,0.32142857142857145,16,2,4,8,9,27,3,1,2,1,2,3,6
35,5609,95,29,0.17391304347826086,16,3,3,2,4,22,0,5,2,4,1,2,7
53,19721,30,44,0.5294117647058824,16,1,4,11,9,16,4,1,1,5,2,3,10
41,16553,36,11,0.75,14,3,4,2,6,7,0,3,2,5,4,2,11
44,15429,81,38,1.0,16,1,3,6,2,1,0,4,1,5,3,1,9
43,7948,76,31,0.0,4,4,4,10,0,24,3,7,2,2,2,3,7
34,11043,54,3,0.5714285714285714,14,4,5,3,8,13,1,7,4,3,4,3,10
47,7898,83,49,0.25925925925925924,19,1,4,12,7,26,4,4,1,5,2,1,8
59,19697,59,32,0.11538461538461539,5,2,3,6,3,25,2,5,3,5,3,3,11
35,16523,69,48,3.0,3,4,1,4,6,1,0,4,4,1,3,1,5
48,13357,60,44,0.4444444444444444,3,4,3,4,4,8,1,2,4,3,4,1,8
42,17133,99,24,3.5,3,4,2,14,7,1,0,8,3,4,3,4,11
39,15119,20,11,0.3333333333333333,15,2,2,5,4,11,2,3,3,3,3,2,8
54,9280,69,37,0.5,1,1,4,2,6,11,0,6,2,2,3,4,9
51,11023,86,43,0.0,18,4,5,9,0,16,4,9,1,3,4,2,9
39,9705,25,16,0.14285714285714285,10,1,1,10,4,27,0,8,1,4,1,1,6
31,3847,40,6,0.2,18,3,3,5,4,19,0,7,2,2,4,3,9
42,7666,35,21,0.07692307692307693,5,4,2,9,2,25,0,5,3,3,3,4,10
48,7150,42,26,0.6,16,2,3,14,3,4,0,2,3,2,1,2,5
58,13285,29,11,0.28,8,2,4,1,7,24,0,6,1,1,1,2,4
49,11304,96,22,0.25,14,3,1,13,3,11,4,8,1,2,2,4,8
51,4038,57,41,0.18518518518518517,8,3,1,4,5,26,0,9,1,5,1,4,10
30,18027,27,41,0.06896551724137931,11,3,1,7,2,28,1,7,4,1,2,2,5
55,6948,28,36,0.12,6,4,5,1,3,24,0,5,2,3,2,4,9
36,12510,55,44,0.18181818181818182,10,2,5,4,4,21,0,6,1,2,3,4,9
44,19290,30,9,0.47368421052631576,16,2,5,9,9,18,3,2,2,3,1,1,5
36,5699,68,34,0.0,10,2,2,13,0,10,4,7,1,3,4,3,10
37,10922,53,16,0.2777777777777778,9,2,2,5,5,17,3,7,2,4,1,2,7
39,19466,32,10,0.5333333333333333,4,4,3,4,8,14,0,6,3,1,1,2,4
33,17973,34,42,1.3333333333333333,1,1,1,7,4,2,3,3,2,2,1,2,5
54,3579,42,12,0.4117647058823529,12,4,4,12,7,16,0,6,3,3,1,2,6
46,15327,51,21,0.11764705882352941,15,1,3,13,2,16,4,3,1,2,3,1,6
39,7547,48,49,0.34615384615384615,7,4,2,10,9,25,2,9,3,2,3,4,9
33,13249,73,46,0.06666666666666667,12,2,3,4,1,14,3,5,2,5,3,2,10
48,4478,70,23,0.2962962962962963,5,3,5,14,8,26,0,2,3,3,3,2,8
41,6648,61,49,0.3,13,1,5,9,6,19,2,9,3,5,3,3,11
42,4565,40,42,0.5,7,1,2,3,3,5,1,4,4,1,1,1,3
30,3845,30,36,0.1,15,2,3,10,2,19,0,6,4,2,4,4,10
42,17351,73,17,0.32142857142857145,14,3,2,7,9,27,0,6,2,2,2,3,7
35,9687,23,35,0.0,11,3,1,9,0,5,0,5,1,3,1,4,8
56,16617,79,9,0.6666666666666666,14,1,4,13,8,11,0,1,4,3,4,1,8
47,9134,46,36,0.12,14,4,2,12,3,24,0,7,1,4,1,3,8
51,5988,45,39,0.3,10,1,5,8,9,29,0,4,1,1,1,2,4
47,19767,85,27,0.23076923076923078,17,1,2,9,6,25,0,2,2,5,1,4,10
38,12552,88,19,1.0,2,4,1,13,7,6,0,1,2,1,3,1,5
33,9560,17,18,0.0,7,1,3,8,0,29,3,7,2,5,4,3,12
47,9950,85,24,0.09090909090909091,17,2,4,6,2,21,1,3,4,3,3,1,7
53,3521,60,12,0.15384615384615385,9,3,2,11,4,25,1,3,4,2,4,2,8
35,4117,43,43,0.5454545454545454,6,2,5,11,6,10,0,8,2,5,3,4,12
39,12364,22,38,0.09523809523809523,18,4,3,10,2,20,1,6,4,4,4,4,12
57,16540,69,7,0.8888888888888888,12,2,4,6,8,8,2,3,3,3,3,3,9
36,16031,21,28,0.375,8,3,4,9,3,7,0,6,3,3,3,3,9
48,15040,17,18,0.16666666666666666,0,1,3,1,1,5,4,9,1,1,3,4,8
32,9090,41,19,0.13333333333333333,8,4,1,14,4,29,4,4,1,5,4,1,10
31,17058,79,22,0.03571428571428571,6,4,2,4,1,27,0,9,3,4,3,1,8
58,4819,45,41,0.875,17,1,4,12,7,7,4,8,1,1,2,2,5
43,6560,56,33,0.0625,10,2,3,4,1,15,4,4,1,1,3,1,5
50,8931,23,27,0.0,15,3,4,14,0,3,0,5,1,2,4,2,8
57,11140,79,10,0.10714285714285714,10,3,3,8,3,27,0,5,2,3,1,4,8
52,13144,31,15,0.0,11,4,1,2,0,3,3,4,2,1,4,4,9
41,15861,19,42,0.2857142857142857,11,4,3,5,8,27,0,5,3,2,2,3,7
43,8786,79,11,0.21739130434782608,13,1,5,1,5,22,0,8,2,1,1,2,4
46,7512,17,32,4.0,1,1,2,12,8,1,3,6,2,3,4,4,11
48,17639,44,16,0.5,10,3,1,8,6,11,0,1,3,4,2,1,7
37,8576,47,48,0.14285714285714285,9,2,2,4,4,27,0,3,4,1,3,2,6
43,16903,99,33,0.06896551724137931,10,1,5,4,2,28,1,4,4,3,3,3,9
43,3045,66,3,0.0,10,1,1,2,0,1,3,5,2,3,2,2,7
55,6212,66,24,0.0,13,4,3,10,0,1,0,4,2,4,3,4,11
57,12562,65,16,0.3,5,1,2,9,3,9,0,7,2,4,2,2,8
54,6998,83,3,0.5,16,1,2,1,8,15,4,8,1,2,2,1,5
47,7694,24,21,0.6,3,2,4,7,9,14,3,4,2,2,2,3,7
30,9901,26,44,0.0,13,4,1,4,0,29,0,4,3,3,3,2,8
35,18284,77,27,1.3333333333333333,9,4,2,13,4,2,4,4,1,2,4,4,10
56,12664,78,9,0.29411764705882354,5,1,4,9,5,16,4,6,1,2,4,1,7
59,16672,26,45,0.21739130434782608,2,4,4,9,5,22,2,9,3,3,1,1,5
43,3346,86,48,0.3333333333333333,11,1,4,4,9,26,1,1,4,2,3,1,6
48,5042,32,9,0.05263157894736842,7,1,3,12,1,18,0,8,1,1,3,1,5
58,5842,43,30,0.25,10,3,4,13,2,7,1,5,4,3,3,4,10
59,4808,58,26,0.4,17,3,2,3,8,19,0,1,1,4,2,3,9
46,7829,60,11,0.041666666666666664,3,4,4,8,1,23,0,6,3,4,1,3,8
40,11014,91,18,0.2857142857142857,14,2,3,13,8,27,3,4,2,1,1,3,5
40,8934,79,4,0.25,7,1,2,13,1,3,1,5,4,3,3,4,10
56,6750,96,17,0.23333333333333334,17,4,3,10,7,29,4,8,1,3,1,4,8
33,12694,92,14,2.3333333333333335,17,4,1,9,7,2,1,9,4,5,1,1,7
43,15522,96,33,0.26666666666666666,7,2,5,7,8,29,1,2,4,1,4,1,6
30,3185,34,20,0.7272727272727273,0,3,4,4,8,10,0,4,1,3,4,4,11
40,6066,83,40,0.13043478260869565,8,3,2,3,3,22,0,2,2,1,3,2,6
41,15632,16,32,0.18181818181818182,2,3,2,12,4,21,1,8,4,3,2,2,7
43,19019,28,48,0.30434782608695654,0,2,5,9,7,22,4,8,1,5,4,3,12
42,6258,33,26,0.35,12,4,4,11,7,19,0,4,4,2,2,3,7
43,5593,73,45,0.7,17,4,1,8,7,9,4,1,1,1,2,3,6
58,5476,73,42,1.5,10,3,3,1,6,3,0,9,2,4,2,2,8
46,16320,82,16,0.5,9,4,2,4,4,7,1,5,4,2,4,4,10
51,12040,64,26,0.14285714285714285,8,4,3,10,2,13,2,5,3,5,3,1,9
50,4533,49,44,0.25,0,4,2,13,1,3,0,8,3,4,4,2,10
43,9615,33,6,0.5384615384615384,11,1,1,10,7,12,0,8,4,1,1,4,6
47,4360,51,9,0.17647058823529413,2,2,4,7,3,16,4,5,1,4,1,2,7
39,6201,24,47,1.0,15,3,4,1,7,6,0,1,4,1,3,3,7
55,18848,31,49,0.5,14,4,4,10,9,17,0,8,2,5,3,2,10
55,15164,85,20,0.8888888888888888,17,1,3,7,8,8,0,3,4,4,4,2,10
44,11957,19,33,0.038461538461538464,8,2,4,10,1,25,0,5,1,3,1,1,5
35,9546,68,11,0.14285714285714285,19,1,4,8,4,27,2,3,3,4,3,1,8
43,18300,32,6,0.13333333333333333,15,1,1,1,2,14,3,6,2,3,4,3,10
37,16454,46,9,0.037037037037037035,7,2,4,5,1,26,4,9,1,4,3,1,8
41,16549,27,16,0.18181818181818182,0,4,2,4,4,21,0,6,2,3,2,2,7
42,13219,71,35,0.10526315789473684,14,3,5,13,2,18,3,1,2,4,3,3,10
37,9572,67,7,0.1,4,3,5,14,2,19,0,4,4,4,4,3,11
58,7536,72,24,0.0,0,2,2,7,0,27,2,8,3,5,2,4,11
35,14921,25,11,0.5454545454545454,7,4,2,7,6,10,2,2,3,4,3,4,11
59,14586,27,39,1.0,5,1,1,6,2,1,4,7,1,4,3,2,9
53,11989,40,48,0.3684210526315789,4,4,3,7,7,18,1,5,4,5,3,2,10
39,4289,89,38,0.045454545454545456,4,4,2,3,1,21,0,2,3,1,4,1,6
39,4133,94,29,2.3333333333333335,19,1,1,10,7,2,0,8,1,2,2,1,5
38,5427,85,41,0.3333333333333333,8,1,3,9,8,23,0,2,3,1,1,2,4
54,13133,77,26,1.0,13,2,3,9,7,6,0,7,4,1,2,4,7
32,17355,77,9,0.0,4,2,3,2,0,10,1,6,4,4,4,3,11
43,6061,87,41,0.05,10,3,1,5,1,19,0,5,4,3,2,4,9
32,8697,43,15,1.0,4,3,2,9,2,1,2,6,3,3,4,4,11
52,4356,20,9,0.0,19,1,4,14,0,25,0,7,4,3,4,1,8
36,8410,99,39,0.30434782608695654,2,1,1,2,7,22,4,1,1,2,4,1,7
39,11498,88,45,0.3333333333333333,5,3,1,3,9,26,2,4,3,4,1,4,9
37,10211,92,22,0.13043478260869565,17,2,3,1,3,22,1,9,4,3,3,2,8
41,6576,81,3,1.25,15,1,2,2,5,3,0,7,3,5,3,3,11
43,10219,51,37,1.0,6,3,4,8,9,8,0,9,4,1,1,4,6
40,3743,64,46,0.14814814814814814,10,2,2,11,4,26,0,3,3,1,2,3,6
53,3018,84,48,0.3333333333333333,12,3,5,5,1,2,3,3,2,4,1,1,6
42,6355,57,14,1.0,15,1,5,1,3,2,4,5,1,3,1,1,5
43,16211,65,45,0.2727272727272727,6,2,1,12,3,10,0,1,3,4,1,4,9
41,7258,33,9,0.0,4,3,4,11,0,10,0,1,3,4,1,3,8
58,13355,42,24,0.3,13,3,2,13,3,9,3,1,2,4,1,2,7
33,6892,40,16,1.0,18,1,2,8,7,6,0,2,2,5,1,3,9
39,9712,80,32,0.0,5,2,1,10,0,23,0,4,3,1,3,1,5
46,12631,68,36,0.3125,17,4,1,4,5,15,3,4,2,1,2,3,6
36,19415,71,11,0.14285714285714285,4,1,5,4,1,6,2,5,3,4,1,1,6
49,17295,81,7,0.38095238095238093,1,2,5,6,8,20,3,5,2,3,4,3,10
33,6014,77,5,0.5294117647058824,10,4,2,3,9,16,0,8,3,1,4,2,7
52,12333,81,9,0.6666666666666666,8,2,4,12,2,2,1,4,4,2,3,1,6
57,9316,26,13,0.3181818181818182,3,3,1,7,7,21,2,8,3,1,1,4,6
41,17031,86,28,0.25,12,2,5,3,7,27,0,5,2,5,1,3,9
34,16618,86,28,1.3333333333333333,4,3,2,9,4,2,2,9,3,4,1,1,6
34,19566,85,7,0.041666666666666664,8,2,2,4,1,23,4,1,1,3,3,1,7
41,14221,35,12,0.0,5,2,3,1,0,15,0,9,2,2,1,2,5
33,4294,32,26,1.4,5,4,5,12,7,4,2,6,3,1,4,2,7
30,17130,37,29,0.0,17,2,5,3,0,28,2,3,3,5,3,1,9
42,9774,53,33,0.0,17,2,2,7,0,1,0,8,3,2,3,2,7
43,11236,48,44,0.0,9,2,1,3,0,11,0,5,2,1,4,4,9
40,13781,71,29,0.1,12,2,2,1,1,9,0,3,3,1,1,1,3
53,3822,20,13,0.3888888888888889,5,2,1,7,7,17,0,9,4,4,2,4,10
35,8765,28,29,0.125,2,4,2,9,3,23,3,9,2,1,2,1,4
42,18741,33,34,0.3181818181818182,15,4,2,1,7,21,0,1,1,3,4,4,11
58,14826,30,39,0.20833333333333334,18,4,2,11,5,23,4,5,1,3,1,2,6
53,4001,36,49,0.0,0,2,5,12,0,18,1,9,4,3,1,2,6
51,15892,18,16,0.5384615384615384,5,4,3,7,7,12,0,3,1,2,2,3,7
38,11909,93,3,0.0,8,1,4,2,0,15,1,5,4,4,2,1,7
48,8064,61,46,0.375,2,4,1,3,9,23,3,8,2,1,3,3,7
37,17512,77,15,0.17857142857142858,5,1,3,10,5,27,2,7,3,5,4,1,10
46,5000,23,45,0.08,17,4,2,3,2,24,0,2,1,2,1,2,5
